"reference","lng","lat""orders"
pup313,26.180975,-29.144448,671
pup4723,31.0018136,-29.9194819,181
pup2247,23.0450623,-34.0355281,873
pup4867,28.2092437,-26.0274803,
pup2932,25.1527,-17.7959,1
pup3766,26.2225032,-29.1173877,963
pup405,23.045461,-27.696909,295
pup665,28.052788,-26.108562,5909
pup3542,26.8712949,-31.8940339,14782
pup3922,28.2253499,-26.0133882,192
pup4413,22.2087158,-33.5890251,13
pup4298,25.459396,-33.9519157,302
pup186,29.125958,-28.273124,397
pup4571,29.3763108,-23.8533863,15
pup2604,27.2419311,-25.6668916,248
pup166,27.096856,-26.713842,533
pup4741,18.432309,-33.823512,9
pup2912,14.5271,-22.646,
pup3880,25.4579473,-33.9517995,76
pup673,25.577207,-33.949164,5304
pup4023,30.17494,-23.817069,407
pup4008,19.0099,-33.642598,28
pup3443,28.0764778,-26.1884852,2
pup4818,27.621321,-23.6539616,1
pup4160,27.8989473,-26.2586875,494
pup3710,25.5566729,-33.9804668,311
pup1971,28.031258,-26.123977,291
pup505,18.050853,-33.04736,2287
pup4756,28.0592899,-26.0815638,11
pup4659,23.0039601,-25.69687,3
pup435,18.598822,-33.905834,6386
pup4817,28.4154239,-25.7204171,4
pup1693,18.417528,-33.934359,1183
pup4709,28.751328,-31.5953024,10
pup823,18.157174,-32.770621,155
pup2818,28.23398,-25.7718052,315
pup4780,27.9793845,-26.1746102,17
pup1828,28.6842831,-31.9698223,113
pup4687,30.4073133,-30.8103694,59
pup1955,27.900525,-32.970926,496
pup2585,31.1313352,-25.0443352,51
pup629,28.018247,-26.560536,4063
pup4024,27.851557,-26.600224,5
pup2960,31.0675674,-24.5977008,910
pup4173,29.5065279,-23.8729158,74
pup3110,28.0430685,-26.2000071,419
pup4029,29.908872,-23.05151,378
pup1228,30.97353,-29.897053,524
pup2085,26.2017192,-29.1093746,1359
pup2878,31.2086772,-24.9977539,215
pup1502,18.5103125,-33.8936781,1715
pup767,25.554105,-33.955722,1458
pup4107,27.102341,-26.713483,390
pup3741,25.6215597,-33.960583,1635
pup947,28.218447,-26.045657,2238
pup4155,18.4868331,-33.8226251,1047
pup3784,28.3126433,-25.8237543,1064
pup2405,31.0542662,-25.7897289,155
pup2560,28.2478,-25.7321,3073
pup648,27.981627,-26.267053,5452
pup4282,27.7021823,-23.6891223,693
pup4643,18.4599965,-34.0675495,32
pup1423,18.5078054,-33.8134832,3044
pup2874,22.50942,-33.98572,61
pup1782,18.5925502,-33.9059527,83
pup3220,28.0606,-26.0823,215
pup2117,28.2839175,-25.786038,374
pup857,18.841875,-33.977368,1253
pup1322,18.4681083,-34.0579996,171
pup3146,31.1312952,-25.4103202,826
pup2662,28.8077271,-30.3404522,3723
pup1964,24.92321,-34.047771,828
pup1439,28.1165538,-26.1804782,1427
pup3655,27.5434003,-25.998919,186
pup3849,25.5947609,-27.6522771,35
pup4055,28.02907917,-26.2012725,4
pup2009,23.3693332,-34.0421388,1088
pup1038,30.62866,-29.802331,3154
pup4352,28.038876,-26.202389,15
pup1548,28.0529961,-26.1082548,1208
pup1777,18.4695577,-34.0064802,26
pup4240,25.5803999,-33.8816416,78
pup3772,28.3170594,-26.2509481,851
pup1326,18.6713967,-34.0475448,288
pup4422,27.793812,-26.166432,64
pup974,28.453155,-26.292603,2519
pup4589,28.6962221,-31.5599607,209
pup3093,27.8660502,-26.3262833,1109
pup3469,23.5004051,-33.7549288,24
pup2289,28.0326873,-26.1944749,1264
pup4531,27.9972832,-26.194735,56
pup1805,28.1818783,-26.3434365,120
pup4694,28.0920134,-26.0481347,66
pup4547,30.7949,-26.0405,381
pup4106,28.178101,-25.730226,12
pup2274,32.1831148,-28.415912,1312
pup3812,28.0286562,-26.1894315,209
pup515,18.506448,-33.830133,2810
pup3997,20.615722,-28.770018,366
pup3105,27.9038189,-26.1267633,1235
pup4830,30.9145712,-29.9460949,2
pup1545,28.2225388,-26.1053162,1280
pup1634,18.8736597,-34.1493702,2301
pup1940,18.5125916,-33.8942048,1396
pup4722,27.9595267,-26.657549,20
pup1561,26.1994679,-29.1092866,519
pup3466,23.113104,-33.662052,109
pup2319,27.1945253,-25.6436692,392
pup4063,24.765522,-28.76519,4
pup4753,28.1143644,-26.1835562,3
pup889,28.216165,-25.856831,1530
pup3170,24.8089324,-27.7541634,1213
pup3478,18.5394886,-33.881969,149
pup408,28.152667,-25.748978,516
pup527,18.682681,-33.90925,5560
pup3479,28.0482346,-26.2135735,23
pup1375,27.7705855,-26.1036111,286
pup4092,28.122204,-26.263714,667
pup2177,27.8786977,-26.7036312,2071
pup4096,26.711723,-29.202934,12
pup4032,21.271528,-33.49401,2
pup2345,24.7641999,-28.7415049,1081
pup2314,27.8229158,-26.7098147,1811
pup2095,29.9439358,-27.7784986,859
pup1316,18.6622364,-34.0265125,539
pup3128,31.2121375,-29.5365148,2331
pup2667,27.7799766,-25.6307427,676
pup2429,29.0771829,-26.5451365,55
pup4201,26.31834,-30.997372,22
pup4711,31.0360518,-29.7248497,176
pup4602,27.2236942,-25.6593139,33
pup4474,27.8667,-26.2667,166
pup551,18.418564,-33.93435,6717
pup139,27.243954,-25.671904,526
pup4279,28.023758,-26.0782866,276
pup948,26.663963,-26.871919,2562
pup4815,28.3834712,-26.3823096,3
pup2789,28.2321487,-25.7712873,832
pup3181,18.5642051,-33.9862428,1548
pup1692,18.4177264,-33.9037101,404
pup2518,18.8247212,-34.0834472,1401
pup577,18.578546,-33.873802,4189
pup2772,18.4183363,-33.9345045,488
pup4244,30.3758942,-29.5826293,256
pup553,18.422867,-33.922621,3506
pup4545,18.6226,-34.0496,69
pup2589,29.2592025,-26.2490871,16
pup900,28.442098,-26.256151,3403
pup1280,27.8535574,-26.2273543,551
pup1572,31.0641366,-29.7248696,1917
pup4585,28.3604187,-26.1824871,3
pup341,21.984193,-28.89432,1180
pup3560,28.1051185,-26.0160083,141
pup1945,18.4895053,-33.8217528,665
pup549,18.430217,-34.139354,1974
pup694,28.191112,-25.838102,3086
pup1363,30.9767259,-29.8329116,426
pup3172,23.0317519,-27.6999745,734
pup996,24.809069,-27.753948,2598
pup2336,28.1412551,-26.1179087,14
pup3881,18.5975927,-33.9054189,134
pup3278,18.5582905,-33.8914329,586
pup1023,28.088067,-26.021911,1649
pup4269,28.0481166,-26.268155,359
pup886,18.8217,-34.088416,3169
pup679,23.049132,-34.035875,5514
pup1876,28.317771,-26.1916269,62
pup2232,28.1410364,-26.1192529,1
pup1518,28.0485764,-26.2679726,1071
pup3012,28.1920854,-25.7409955,30815
pup2910,18.5941942,-34.0013304,3223
pup1392,31.5066225,-25.4986775,3438
pup4060,27.234165,-27.664644,7
pup4086,28.370567,-26.261622,209
pup2481,29.90935,-23.0406,77
pup4372,28.2991733,-25.7334682,33
pup1652,30.9897172,-29.810923,190
pup994,28.093631,-25.497401,3720
pup3558,31.0641089,-29.7255388,436
pup3697,28.0039576,-26.0208098,80
pup2814,28.2757568,-25.7819468,266
pup1628,30.0008598,-29.2077859,1189
pup4577,30.4216517,-23.5264912,
pup4655,27.087778,-30.300411,10
pup1505,28.1863258,-25.8569977,407
pup4421,27.959146,-26.091465,67
pup659,28.312587,-25.734745,2760
pup3923,28.0158872,-26.1410128,305
pup4806,31.024302,-29.8520449,3
pup2801,18.4776653,-33.7863279,827
pup3811,18.4610963,-33.9801636,4
pup3878,30.3758942,-29.5826293,158
pup1742,28.0512667,-26.1088833,493
pup2858,30.9333977,-29.8492467,425
pup2551,18.6717917,-34.0587751,4867
pup2415,31.13636,-22.68181,67
pup676,25.558182,-33.980064,3062
pup1265,27.8738567,-28.8701322,167
pup511,18.501484,-33.862245,2647
pup494,18.852903,-34.085124,3704
pup735,27.901292,-26.259209,8566
pup3701,18.6972,-33.8523,596
pup2727,29.5071081,-23.8736851,847
pup2746,31.2018121,-29.5271062,340
pup3235,28.1199729,-25.492903,989
pup1885,28.1209067,-25.7427403,351
pup385,23.110232,-31.404289,436
pup758,30.974556,-29.898069,2588
pup3288,18.5359123,-33.960811,1406
pup4045,29.873929,-29.007427,188
pup58,28.050327,-26.036377,1818
pup2290,27.9039052,-26.127562,313
pup3149,29.2097656,-25.8753416,1199
pup4708,28.108972,-25.520161,7
pup716,30.802351,-27.005703,1810
pup2583,30.7914813,-26.039489,400
pup1564,30.3770023,-29.585817,3130
pup1928,29.4536655,-23.9086957,2468
pup4770,29.4477753,-25.8180157,1
pup1010,30.687281,-23.306148,3018
pup1969,28.00397,-26.0254685,364
pup513,18.484511,-33.804645,3917
pup2924,21.9766312,-21.9766312,
pup591,17.078909,-23.31914,14
pup2359,18.6965782,-33.9489533,3160
pup3842,18.4097917,-33.9284571,185
pup1957,29.2512391,-25.8795478,1575
pup4840,27.9416723,-26.2438087,2
pup4740,28.582952,-26.6594354,1
pup4822,30.8762081,-29.9741263,1
pup2516,29.48127937,-24.32006073,215
pup426,27.827136,-26.31794,380
pup695,28.298019,-25.766034,1774
pup3682,28.2408433,-26.1822694,1377
pup4271,28.1217505,-26.188746,661
pup3151,29.4560017,-25.8062711,2193
pup2446,27.77947,-25.63682,34
pup3556,18.6949521,-33.8531778,3141
pup4534,30.9741,-29.7853,226
pup2836,26.2331454,-29.0713209,355
pup1443,18.5108516,-33.893435,4205
pup3155,30.9783705,-25.4673535,2312
pup745,28.027509,-26.075254,5564
pup812,28.190913,-25.747954,1108
pup766,28.079163,-26.037533,4299
pup2750,18.4513085,-34.0638057,537
pup3970,29.5080499,-23.8734405,50
pup1625,31.2034712,-29.5260424,7001
pup3130,29.4479412,-23.9035262,867
pup3207,18.741237,-31.611094,117
pup3184,17.9876664,-32.9065378,1470
pup3822,26.2086639,-29.1155563,242
pup1999,29.456373,-25.807478,650
pup1123,18.8573905,-33.929158,1134
pup3561,28.2737074,-25.7829818,62
pup1619,18.5679429,-33.961765,2938
pup3159,28.7113723,-25.4313756,975
pup2450,30.11844,-26.07134,1395
pup887,30.377895,-29.582939,4034
pup1516,29.5093824,-23.8730145,165
pup4509,30.5961364,-22.942933,9
pup3080,27.8991619,-26.2586593,1196
pup4111,29.013063,-24.183741,421
pup1119,22.5011113,-33.98628,492
pup4005,18.769645,-34.002603,
pup1798,19.0069728,-33.6402543,170
pup2212,30.881264,-29.913001,3642
pup2416,31.1358,-23.94898,262
pup2529,30.9821581,-25.475481,2
pup698,26.678177,-26.836315,3614
pup1094,27.9858134,-26.0338686,1983
pup3243,28.7019366,-28.3144166,29
pup2861,28.0493793,-26.1809493,268
pup2243,23.0329912,-27.7003776,2207
pup4052,22.4988,-33.980006,2
pup4208,29.523134,-31.595249,134
pup4397,28.6677927,-26.1550662,7
pup2376,18.4221704,-33.9300536,588
pup3960,26.2010751,-29.1087084,233
pup2407,27.2528005,-25.707196,634
pup2151,28.1744205,-25.8398674,788
pup1214,18.830394,-34.350583,722
pup753,27.940673,-26.093813,2323
pup1848,27.0387662,-29.7291848,49
pup1486,28.2405955,-26.18183,1270
pup1595,28.310998,-25.8231969,1373
pup1118,18.4215453,-33.9028964,366
pup4715,18.4553276,-34.0390379,5
pup2851,28.2323126,-25.7720171,364
pup646,29.012315,-24.187554,5492
pup2541,28.019981,-26.052621,805
pup3675,28.4177418,-25.7086695,843
pup4554,31.0202,-29.8592,369
pup3081,28.2008207,-25.7508852,3496
pup905,29.235286,-25.900583,3143
pup4691,28.1959988,-25.8675799,10
pup1911,18.5118338,-33.8922749,397
pup4305,28.4328813,-26.2456052,19
pup2309,30.3117373,-24.6607067,979
pup3769,27.8684274,-26.3270409,1422
pup3614,29.4411248,-23.9057025,389
pup736,25.635904,-25.836677,2604
pup3796,29.2650556,-24.1124167,
pup1766,22.1035365,-34.1470529,289
pup1927,23.7739824,-26.1284899,319
pup3790,28.2508627,-25.6814662,1295
pup4132,31.14107,-23.94299,457
pup1314,27.572952,-32.007117,153
pup3182,18.6315145,-33.8836641,1849
pup3990,31.01725,-29.850759,64
pup4268,27.9803755,-26.2662319,165
pup1512,28.0532135,-26.1100668,986
pup4224,30.3290887,-23.2196606,51
pup3024,27.4113416,-28.6705001,67
pup170,25.903212,-27.834817,1748
pup1072,28.311057,-26.150092,2714
pup4057,18.4896103,-33.562599,10
pup4030,31.040342,-24.606804,341
pup2500,24.86651,-26.55177,27
pup4870,28.1203363,-26.187783,1
pup1562,26.202815,-29.113037,2103
pup2904,18.6942565,-33.9668275,2001
pup3282,28.0411913,-26.2032752,32
pup661,28.086232,-25.495512,3039
pup2463,29.88952,-28.63917,1
pup3926,30.251268,-24.686533,64
pup3275,30.3758942,-29.5826293,933
pup4115,28.086253,-25.49525,11
pup2893,32.4115287,-28.3757955,728
pup1032,27.258447,-24.956422,2884
pup2724,30.95386,-25.4693816,529
pup357,27.847167,-31.33469,3120
pup1836,29.3032384,-30.9536654,63
pup1053,30.79115,-29.795704,1335
pup4128,18.489256,-33.82315,17
pup3757,31.2013791,-29.5264821,561
pup4675,31.279628,-29.322784,10
pup3871,28.1143731,-26.1804883,80
pup4290,18.4156191,-33.9346191,966
pup964,31.02301,-29.858541,3064
pup2902,18.6192109,-34.0504678,1
pup3660,28.2491246,-25.6810037,302
pup2018,28.2505854,-25.6813731,1323
pup2908,30.9751197,-25.4708354,22005
pup4649,28.0250028,-26.1174852,14
pup169,26.949731,-27.205056,299
pup4652,28.3476316,-25.7788795,72
pup3604,30.9337598,-29.8488386,146
pup2755,30.8117313,-29.7489553,357
pup1433,18.6157068,-34.039169,2707
pup1027,28.411099,-26.134592,1782
pup3963,18.8208742,-34.0818357,74
pup971,24.899071,-34.033296,3118
pup3568,18.6960865,-33.8520038,504
pup1930,18.4283,-34.172,868
pup2473,24.8365678,-27.9203498,804
pup2810,28.1144803,-26.1801622,276
pup2220,31.4668751,-28.8955828,1165
pup1599,28.0669634,-26.2787781,1267
pup2753,30.9343287,-29.8496954,944
pup2854,29.4547811,-25.8064059,193
pup4504,30.3250593,-23.6107361,4
pup4760,22.4605895,-33.9572389,20
pup606,30.8581567,-29.8115694,8393
pup3876,27.2510932,-25.7070978,68
pup934,24.765227,-28.7655227,2722
pup1078,28.106568,-25.944574,2391
pup2370,18.4944,-33.8832,1853
pup226,24.409531,-29.813045,883
pup572,18.49185,-33.562833,5329
pup4194,28.790027,-31.589326,889
pup3994,18.484738,-33.977117,171
pup1567,18.5212084,-33.9061486,347
pup1045,31.001366,-25.49634,999
pup3061,26.2192568,-29.1168415,1583
pup3625,18.6942992,-33.9484473,1345
pup1133,18.4636314,-33.9797246,2520
pup4056,25.461229,-33.951767,5
pup3048,26.5319487,-33.3116959,1256
pup744,28.143596,-26.274428,2437
pup1853,29.1229288,-23.2709491,233
pup757,26.735292,-27.978899,4213
pup224,26.2187638,-29.130062,305
pup3874,28.237285,-26.180708,110
pup3895,25.4579473,-33.9517995,118
pup1464,28.0417415,-26.2022678,1332
pup1107,22.4966403,-33.983622,829
pup4773,27.8861836,-26.1168948,34
pup845,26.203267,-29.137249,725
pup4068,19.882119,-33.804238,6
pup4166,28.223163,-26.1045785,148
pup3843,28.0544348,-26.1064177,23
pup1860,28.4108527,-26.1352843,66
pup4304,28.0830717,-26.1174683,
pup2210,28.3198925,-26.2499558,830
pup3706,18.9639309,-33.7667032,707
pup4431,30.214,-31.0481,388
pup1631,30.3266098,-24.6688599,2242
pup3742,27.903585,-32.9840949,1737
pup4188,28.1891859,-25.7397863,861
pup3972,26.2010751,-29.1087084,367
pup4493,27.994057,-32.93547,104
pup65,28.108589,-25.671735,1266
pup1890,21.4071285,-34.3755555,320
pup4505,31.0598829,-29.5826568,5
pup1463,28.0464778,-26.2056252,1044
pup3010,27.3905573,-32.8879483,2461
pup940,31.051584,-25.787216,2601
pup2349,28.1858359,-25.8572595,1054
pup3966,30.8960366,-30.0343625,229
pup2865,18.4757395,-33.7864556,238
pup4131,17.986103,-32.921753,5
pup119,27.835087,-26.684357,693
pup1886,26.7746656,-26.8417257,386
pup4225,30.5363065,-22.919489,49
pup2435,29.93587,-27.75674,147
pup924,28.190411,-25.746408,775
pup1581,25.5519201,-33.9823842,493
pup2926,25.902694,-24.660664,1
pup3690,18.4175922,-33.9035515,67
pup2821,28.00928,-26.027,68
pup4116,31.506371,-25.50161,5
pup2949,19.770327,-17.918636,
pup4857,28.3631728,-26.3543048,1
pup2352,30.9542169,-25.4714429,1604
pup2857,28.0570526,-26.3147704,340
pup3912,26.2087425,-29.1155814,29
pup2194,31.20360783,-29.5263976,1319
pup1437,31.0653348,-29.7253803,4992
pup2101,31.20184,-29.526086,253
pup868,28.317401,-26.251986,4123
pup368,24.814878,-33.758356,841
pup4604,24.0089861,-30.6492326,340
pup2944,18.105885,-19.568041,
pup87,25.526417,-33.967936,858
pup4287,28.1083857,-25.6718099,413
pup1604,18.3796022,-33.9635267,563
pup1708,18.8596478,-33.9351358,1042
pup2118,32.055334,-28.750175,922
pup921,30.685016,-23.005215,2858
pup3873,28.2725078,-25.7830262,47
pup724,28.358348,-25.766693,3560
pup1160,18.4314961,-34.1371986,267
pup2218,28.0434297,-26.2029516,437
pup3531,28.1858973,-25.8568182,333
pup2506,24.7249899,-26.95753,45
pup879,27.458766,-29.196795,1856
pup4419,30.982497,-29.71118,80
pup4248,28.3235153,-28.2418223,800
pup3456,18.443091,-33.9281101,1083
pup4211,30.0422113,-24.2441251,73
pup2970,18.3062961,-32.0918284,97
pup3837,28.2209451,-26.1065354,
pup3968,28.2211771,-26.1046825,74
pup692,31.017004,-25.330037,3452
pup4293,18.4747848,-33.7858988,304
pup366,18.346754,-31.555913,850
pup965,27.104424,-26.712209,5504
pup4012,19.023477,-34.151431,3
pup4213,30.4165684,-23.3447291,39
pup956,18.431727,-34.193323,610
pup1368,30.8850765,-30.0516951,505
pup3164,26.1561325,-26.1438603,1680
pup4358,28.778911,-31.588689,58
pup3134,29.9046482,-23.0390964,2936
pup1726,28.2749745,-25.7834933,173
pup531,18.507962,-31.673669,3132
pup1874,28.154714,-26.330658,276
pup1426,27.8231852,-26.7102557,3428
pup567,28.773571,-31.599506,8111
pup2257,31.4035032,-29.14448,650
pup4361,26.8729716,-31.8970267,15
pup3444,28.4169223,-28.5143988,106
pup3670,27.9720419,-26.1296938,105
pup3176,21.2537736,-28.4427336,753
pup3899,22.5015376,-33.9868159,61
pup1131,18.8238379,-34.0813134,1259
pup4035,19.446326,-33.643785,14
pup3635,28.1606249,-26.2117166,282
pup276,27.704306,-26.167639,961
pup2443,25.59552,-27.65241,906
pup4246,30.4067303,-30.8107841,402
pup1324,18.7282368,-34.0045555,169
pup394,25.169098,-27.910595,2569
pup179,26.212504,-29.088928,251
pup3287,28.3224484,-25.7662079,647
pup4821,30.2693056,-23.9734098,4
pup285,27.026459,-27.975171,219
pup3731,27.25327,-25.707047,22
pup3094,28.0481058,-26.2679472,1560
pup4021,20.442914,-34.021156,3
pup916,27.703997,-26.177836,7110
pup4015,18.538257,-33.960527,6
pup4768,27.9281739,-26.0514439,10
pup3305,22.7998,-34.0136,121
pup3953,30.448796,-30.738272,187
pup3177,18.5058662,-31.6738069,945
pup3595,18.6152847,-34.0409967,76
pup99,27.884708,-33.007279,527
pup3089,28.3797686,-25.7039843,2207
pup2106,26.201383,-29.107805,570
pup1510,28.0540837,-26.107701,208
pup4810,30.9884371,-29.8108972,3
pup1908,18.5061018,-33.9901776,571
pup2004,23.041663,-27.7001915,513
pup459,31.07031,-24.834155,472
pup4544,31.0471,-29.6437,531
pup3559,26.2089123,-29.1149703,202
pup3964,28.0464696,-26.2682887,152
pup2169,18.4624487,-33.9372349,3232
pup2875,30.37806,-29.58558,243
pup2292,28.2753822,-25.7818279,61
pup142,28.097349,-26.171131,425
pup2275,18.5595124,-33.892022,6168
pup4565,31.0616233,-29.719849,349
pup1864,29.5763438,-31.368775,1174
pup3058,27.8740332,-28.8708576,1384
pup3567,18.509965,-33.892546,839
pup3140,30.1599947,-23.8259336,2406
pup2176,30.0572923,-23.1565972,1084
pup2346,28.0965183,-25.8910851,2014
pup2238,28.3029892,-32.099631,433
pup4126,24.72986,-26.958405,9
pup2748,28.3674017,-26.494118,172
pup4825,28.2964458,-26.2244026,3
pup3410,18.510541,-33.8941088,4
pup903,29.449357,-23.904184,2486
pup2440,27.92926979,-26.67487907,18
pup4581,30.815999,-25.9833374,4
pup795,27.826531,-26.531873,3317
pup3804,30.3579489,-30.8684113,104
pup4439,30.550919,-25.952615,45
pup3808,30.9559803,-29.801208,168
pup67,28.237431,-25.648649,235
pup1944,18.4447885,-34.0220246,1873
pup4289,18.4422541,-34.0217878,1213
pup3099,27.8600804,-26.1387315,2107
pup2741,31.0621733,-29.7542603,564
pup4804,30.9986257,-29.9299366,2
pup489,18.546208,-33.870203,5299
pup2107,26.2131388,-29.1102378,896
pup521,18.647397,-33.831658,5525
pup3303,28.0532458,-26.2281852,39
pup4014,20.12298,-33.785614,8
pup4420,31.000029,-29.699828,74
pup1835,25.4247522,-29.7615175,63
pup2967,30.462512,-22.973704,299
pup350,27.397137,-24.589776,620
pup4638,18.462976,-34.014369,58
pup1594,31.1354803,-29.5487312,2574
pup1804,28.1208137,-26.2675202,19
pup3924,28.242549,-25.305147,56
pup633,27.929314,-26.167322,4479
pup3512,31.8882523,-28.7768185,863
pup3463,18.4795311,-33.9483785,271
pup353,28.415212,-24.707863,574
pup4729,27.9277672,-32.9515505,16
pup3156,22.9347312,-30.5591178,303
pup1941,18.4531171,-34.0640378,1123
pup968,27.991484,-32.934466,2038
pup3106,27.6219542,-26.2658056,932
pup881,30.228266,-28.164823,3890
pup938,28.332321,-25.7989907,3440
pup2754,25.4579473,-33.9517995,330
pup395,28.367791,-25.717678,677
pup126,29.456384,-25.768127,542
pup375,26.420557,-26.762927,119
pup1139,22.4977347,-33.983622,405
pup1489,30.9367307,-29.8484998,2262
pup4674,26.58415,-33.276977,2
pup1781,18.5835613,-33.90628,113
pup4281,27.9722583,-26.1311641,314
pup211,25.458402,-26.682707,1136
pup2031,18.822845,-34.0807633,2184
pup3657,28.232443,-25.7721532,560
pup2453,24.01185,-30.65095,1067
pup4416,18.410853,-33.930027,146
pup4549,31.8553,-25.6701,560
pup3596,28.0483752,-26.1091222,9
pup1627,24.9299729,-34.034143,1894
pup1570,18.4224929,-33.9231722,2000
pup3678,18.9578455,-33.7343716,1598
pup2538,30.9358878,-29.8487643,1427
pup3295,28.420728,-25.7033975,14479
pup3044,24.7378518,-26.9596686,74
pup431,27.100791,-26.714549,563
pup4566,30.114889,-26.07179,21
pup2129,31.9459601,-26.4532691,
pup1965,28.317538,-26.2507,325
pup1444,28.1867632,-25.8570949,4595
pup4617,30.6441503,-23.0058033,
pup1398,18.6319888,-33.9415416,2881
pup1390,28.1189595,-26.10517,5318
pup4078,27.860052,-26.252206,6
pup4112,27.253186,-25.706612,362
pup49,18.671808,-33.857679,1608
pup703,21.247731,-28.457015,4008
pup2860,28.1042666,-26.0155377,423
pup2005,18.9663327,-33.7662095,1702
pup4432,30.4415,-28.7558,175
pup1092,28.059994,-26.314064,2783
pup3269,29.1654087,-25.8865665,688
pup4850,27.9136781,-26.2596153,2
pup2999,18.5913,-34.0003,1434
pup1784,18.6287444,-33.9010663,38
pup4860,27.8939674,-26.2565828,3
pup2413,32.0494432,-28.7529769,367
pup2713,28.0388113,-26.1464552,313
pup3514,28.1495098,-25.678263,363
pup3090,28.3708126,-26.3527044,1383
pup683,23.371807,-34.056018,1632
pup1640,28.0433263,-26.1445357,1886
pup3666,26.7346795,-27.9764859,
pup500,19.238721,-34.420088,2156
pup4408,19.4421399,-33.6426073,21
pup4625,30.598785,-29.058549,80
pup4795,28.433196,-25.7139393,2
pup4222,29.3300547,-24.3543874,86
pup1997,27.704751,-23.687029,305
pup4275,28.1145886,-25.9789475,2338
pup3798,24.7644904,-28.7655058,160
pup2671,26.2331,-29.07,1200
pup4180,31.2019017,-29.5260871,231
pup3518,18.634278,-33.8755011,294
pup2110,29.185415,-26.508896,1108
pup2545,31.0478692,-24.5999665,90
pup2522,28.2747795,-25.7819922,533
pup1036,28.039448,-26.200727,1723
pup2296,29.1826952,-26.511021,1730
pup2561,28.1261,-25.9806,1050
pup3063,28.0867073,-25.550106,5872
pup4506,30.2236603,-23.1905086,28
pup1469,18.6300498,-33.9044385,2118
pup2464,27.49341,-26.49355,88
pup3925,18.631619,-33.870692,381
pup2035,27.971364,-26.661969,640
pup2467,28.28061,-25.40923,137
pup4354,31.50909,-25.500099,115
pup1910,30.9669529,-25.4375825,531
pup618,30.361201,-30.863661,3215
pup613,30.408532,-29.623306,5712
pup0,18.4990561,-33.9613549,9467
pup2026,28.2380432,-25.7649847,1047
pup2318,26.808754,-27.9647132,490
pup282,28.46913,-26.257803,760
pup1309,18.4317997,-34.0730996,2129
pup4641,18.4240128,-33.9330661,31
pup3548,28.2737074,-25.7829818,209
pup865,28.029603,-26.272005,3482
pup3834,29.1826535,-26.5024821,155
pup3702,27.8970624,-32.9702415,118
pup3736,18.9662674,-33.765883,1750
pup1490,28.2751801,-25.7822897,867
pup738,24.759497,-28.758817,3802
pup1040,31.003621,-29.856403,2870
pup2768,19.25742,-34.41122,419
pup1127,18.5980562,-33.9057737,2838
pup4594,32.2824,-28.024634,132
pup246,29.464065,-26.455589,427
pup969,28.19039,-25.747963,1492
pup4516,27.8704359,-26.6864052,31
pup775,30.960946,-29.829176,4645
pup367,20.967821,-28.707228,1017
pup2616,20.1231095,-33.7867886,1909
pup3889,28.237285,-26.180708,111
pup3659,25.5759232,-33.9494562,177
pup194,18.493681,-33.562546,231
pup653,28.127722,-25.995539,5730
pup1850,25.417217,-29.114377,268
pup935,26.220612,-29.116123,4832
pup1840,26.8371856,-32.7873016,912
pup3980,26.147835,-29.102846,11
pup3688,30.3753881,-29.5821837,4
pup453,28.735547,-25.805778,957
pup783,30.833334,-29.79215,4085
pup4520,28.222892,-25.682454,15
pup52,18.432757,-34.135026,806
pup2431,28.494063,-27.2737597,36
pup2406,26.22045,-29.11747,190
pup497,18.8724,-34.1022,2806
pup2722,28.3222492,-25.7663569,544
pup2602,28.8047649,-28.5338114,346
pup4044,32.174829,-28.411395,28
pup1543,28.1190978,-26.1781452,619
pup71,28.085149,-26.338403,962
pup2139,27.2519573,-25.7069754,763
pup2809,18.5089589,-33.893335,408
pup88,25.515885,-33.944268,1047
pup1785,18.4698437,-34.0025872,42
pup495,18.823349,-34.081478,3925
pup4508,26.231638,-29.143118,3
pup1711,19.2041417,-34.4146871,531
pup4148,27.389845,-32.877282,69
pup242,28.529805,-25.74581,1877
pup639,28.122579,-26.264635,4276
pup3582,28.1051185,-26.0160083,466
pup4170,28.2480123,-25.6814041,162
pup1460,25.5782519,-33.9490678,1979
pup1013,31.061601,-29.723626,4552
pup4653,31.0659166,-29.7269084,298
pup2140,26.0829063,-25.5450362,383
pup686,27.932222,-32.954487,4943
pup3208,30.328998,-24.672974,575
pup1644,29.2004561,-26.506283,513
pup479,18.9633347,-33.7266095,190
pup3730,29.1824438,-26.5104167,73
pup2000,22.1035197,-34.1485032,1501
pup3283,28.0390985,-26.1467538,1454
pup2829,28.20414,-26.07338,232
pup2001,31.131337,-25.043531,392
pup3716,17.985536,-32.92162,29
pup2036,17.9860785,-32.9214918,937
pup2517,29.90935,-23.0406,53
pup4185,17.9840545,-32.921396,239
pup2573,27.4558714,-26.9001664,4
pup252,27.885845,-26.697828,592
pup4371,28.3575028,-26.5019065,7
pup2010,29.4920957,-23.8902737,807
pup4117,30.941658,-29.954916,511
pup4716,30.419216,-25.099674,3
pup4639,32.18705,-28.414571,388
pup4368,26.7100633,-29.2020788,12
pup4367,28.8247862,-28.5062663,32
pup2348,27.9047845,-26.1267558,2
pup752,28.049889,-26.129435,1607
pup4110,30.956742,-25.469683,355
pup4851,28.3327604,-25.7027194,
